user_id,course_id,gender,school,enroll_time,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2,comment_count_week3,reply_count_week3,questions_done_week3,attempts_count_week3,correct_answers_week3,total_score_week3,user_watching_time_week3,comment_count_week4,reply_count_week4,questions_done_week4,attempts_count_week4,correct_answers_week4,total_score_week4,user_watching_time_week4,classification,classification_encoded,school_encoded,course_id_encoded
U_27741201,C_801420,0.0,辽宁对外经贸学院,2020-07-27 15:57:57,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3305555555555555,E,4,781,155
U_27744833,C_1774985,2.0,辽宁对外经贸学院,2020-08-10 03:09:34,,,1.0,1.0,0.0,0.0,0.7919444444444443,,,,,,,,,,,,,,,,,,,,,,E,4,781,46
U_27749270,C_801420,1.0,辽宁对外经贸学院,2020-08-25 09:34:35,,,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,155
U_2775766,C_735164,2.0,福建师范大学,2020-09-15 14:59:43,,,,,,,,,,,,,,,,,,,,,,4.0,,14.0,15.0,13.0,24.0,3.2086027777777777,A,0,681,138
U_27759478,C_1724288,1.0,辽宁对外经贸学院,2020-06-19 14:36:18,,,15.0,15.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,9
U_27765594,C_1844112,2.0,内蒙古大学,2020-08-19 08:10:57,,,,,,,8.429166666666667,,,200.0,209.0,194.0,770.0,,,,,,,,,,,,,,,,A,0,145,63
U_27778276,C_677087,2.0,辽宁对外经贸学院,2020-11-05 11:26:27,,,20.0,20.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,92
U_27778429,C_1736024,0.0,辽宁对外经贸学院,2020-05-25 06:59:52,,,,,,,,,,39.0,68.0,28.0,39.0,,,,,,,,,,,,,,,,E,4,781,14
U_27781527,C_1017355,2.0,华南理工大学,2020-04-19 19:00:47,,,,,,,,1.0,,,,,,,13.0,,40.0,40.0,20.0,21.5,,,,,,,,,D,3,211,0
U_27785625,C_1738818,2.0,安徽工业大学,2020-06-15 19:53:20,2.0,,6.0,6.0,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,E,4,344,15
U_27790929,C_674920,2.0,辽宁对外经贸学院,2020-07-15 17:09:44,,,10.0,10.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,87
U_278066,C_735283,2.0,广西科技大学,2020-07-31 09:12:36,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,439,143
U_2784438,C_735164,0.0,昆明理工大学,2020-10-16 18:24:00,,,,,,,,,,,,,,8.316944444444445,,,,,,,,,,,,,,,A,0,476,138
U_27858711,C_948488,1.0,中国医科大学,2020-03-06 14:16:27,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,C,2,69,172
U_27859601,C_747056,0.0,辽宁对外经贸学院,2020-02-28 22:14:04,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,E,4,781,147
U_27865226,C_1774985,2.0,辽宁对外经贸学院,2020-07-19 18:07:12,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,46
U_27868198,C_948136,0.0,辽宁对外经贸学院,2020-05-13 09:26:09,,,109.0,109.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,168
U_27870997,C_758928,1.0,辽宁对外经贸学院,2020-07-16 07:50:24,2.0,,35.0,35.0,20.0,22.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,150
U_27872374,C_735283,2.0,辽宁对外经贸学院,2020-04-19 18:43:20,,,,,,,,,,,,,,,,,12.0,12.0,7.0,8.0,,,,10.0,10.0,6.0,6.0,,E,4,781,143
U_27872450,C_735283,2.0,辽宁对外经贸学院,2020-04-20 13:58:48,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,9.0,9.0,,E,4,781,143
U_27872457,C_735283,2.0,辽宁对外经贸学院,2020-04-19 13:53:40,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,6.0,6.0,,E,4,781,143
U_27872461,C_735283,2.0,辽宁对外经贸学院,2020-04-20 14:03:30,,,,,,,,,,,,,,,,,5.0,5.0,3.0,3.0,,,,10.0,10.0,7.0,7.0,,E,4,781,143
U_27872607,C_735283,1.0,辽宁对外经贸学院,2020-04-20 15:19:42,,,,,,,,,,,,,,,,,12.0,12.0,8.0,9.0,,,,,,,,,E,4,781,143
U_27872613,C_735283,1.0,辽宁对外经贸学院,2020-04-20 16:00:57,,,,,,,,,,,,,,,,,12.0,12.0,7.0,8.0,,,,,,,,,E,4,781,143
U_27872684,C_735283,2.0,辽宁对外经贸学院,2020-04-20 15:51:29,,,,,,,,,,,,,,,,,16.0,16.0,7.0,7.0,,,,,,,,,E,4,781,143
U_27873015,C_735283,2.0,辽宁对外经贸学院,2020-04-20 15:41:59,,,,,,,,,,,,,,,,,8.0,8.0,6.0,6.0,,,,,,,,,E,4,781,143
U_27873169,C_735283,1.0,辽宁对外经贸学院,2020-04-20 12:07:45,,,,,,,,,,,,,,,,,4.0,4.0,2.0,3.0,,,,1.0,1.0,0.0,0.0,,E,4,781,143
U_27873234,C_735283,2.0,辽宁对外经贸学院,2020-04-20 12:14:02,,,,,,,,,,,,,,,,,30.0,30.0,23.0,25.0,,,,,,,,,E,4,781,143
U_27874050,C_735283,1.0,辽宁对外经贸学院,2020-04-20 12:12:53,,,,,,,,,,,,,,,,,12.0,12.0,5.0,6.0,,,,,,,,,E,4,781,143
U_27874576,C_735283,1.0,辽宁对外经贸学院,2020-04-20 09:15:24,,,,,,,,,,,,,,,,,12.0,12.0,6.0,7.0,,,,10.0,10.0,7.0,7.0,,E,4,781,143
U_27874823,C_735283,2.0,辽宁对外经贸学院,2020-04-20 15:52:03,,,,,,,,,,,,,,,,,36.0,36.0,23.0,27.0,,,,,,,,,E,4,781,143
U_27875272,C_735283,1.0,辽宁对外经贸学院,2020-04-20 15:55:35,,,,,,,,,,,,,,,,,8.0,8.0,5.0,5.0,,,,4.0,4.0,2.0,2.0,,E,4,781,143
U_27875705,C_735283,2.0,辽宁对外经贸学院,2020-04-20 12:34:31,,,,,,,,,,,,,,,,,12.0,12.0,7.0,7.0,,,,10.0,10.0,7.0,7.0,,E,4,781,143
U_27875960,C_735283,1.0,辽宁对外经贸学院,2020-04-20 15:53:26,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,,,,,,,,,E,4,781,143
U_27877429,C_735283,2.0,辽宁对外经贸学院,2020-04-20 16:19:55,,,,,,,,,,,,,,,,,7.0,7.0,4.0,4.0,,,,3.0,3.0,2.0,3.0,,E,4,781,143
U_27877912,C_735283,2.0,辽宁对外经贸学院,2020-04-20 15:58:01,,,,,,,,,,,,,,,,,12.0,12.0,8.0,9.0,,,,,,,,,E,4,781,143
U_27878258,C_735283,1.0,辽宁对外经贸学院,2020-04-20 16:05:48,,,,,,,,,,,,,,,,,8.0,8.0,6.0,6.0,,,,4.0,4.0,1.0,2.0,,E,4,781,143
U_27878870,C_735283,2.0,辽宁对外经贸学院,2020-04-20 14:30:33,,,,,,,,,,,,,,,,,9.0,9.0,4.0,4.0,,,,10.0,10.0,8.0,8.0,,E,4,781,143
U_27879190,C_735283,1.0,辽宁对外经贸学院,2020-04-17 17:22:40,,,,,,,,,,,,,,,,,8.0,8.0,4.0,4.0,,,,,,,,,E,4,781,143
U_27879611,C_735283,2.0,辽宁对外经贸学院,2020-04-20 16:01:36,,,,,,,,,,,,,,,,,11.0,11.0,9.0,10.0,,,,4.0,4.0,4.0,6.0,,E,4,781,143
U_27883323,C_1806527,1.0,昆明理工大学,2020-06-21 22:22:11,2.0,,5.0,5.0,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,A,0,476,53
U_27884741,C_735283,1.0,辽宁对外经贸学院,2020-04-20 12:21:55,,,,,,,,,,,,,,,,,8.0,8.0,2.0,2.0,,,,4.0,4.0,2.0,2.0,,E,4,781,143
U_27885721,C_735283,2.0,辽宁对外经贸学院,2020-04-20 15:52:51,,,,,,,,,,,,,,,,,8.0,8.0,6.0,7.0,,,,4.0,4.0,4.0,6.0,,E,4,781,143
U_27886322,C_735283,1.0,辽宁对外经贸学院,2020-04-20 13:00:24,,,,,,,,,,,,,,,,,8.0,8.0,4.0,4.0,,,,4.0,4.0,1.0,2.0,,E,4,781,143
U_27886426,C_735283,2.0,辽宁对外经贸学院,2020-04-20 12:07:34,,,,,,,,,,,,,,,,,3.0,3.0,1.0,1.0,,,,35.0,35.0,22.0,23.0,,E,4,781,143
U_27886532,C_735283,2.0,辽宁对外经贸学院,2020-04-20 16:15:56,,,,,,,,,,,,,,,,,8.0,8.0,5.0,5.0,,,,,,,,,E,4,781,143
U_27888338,C_735283,1.0,辽宁对外经贸学院,2020-04-20 16:39:47,,,,,,,,,,,,,,,,,8.0,8.0,4.0,6.0,,,,4.0,4.0,2.0,2.0,,E,4,781,143
U_27889556,C_735283,1.0,辽宁对外经贸学院,2020-04-19 21:56:41,,,,,,,,,,,,,,,,,12.0,12.0,8.0,10.0,,,,10.0,10.0,10.0,10.0,,E,4,781,143
U_27891347,C_735283,1.0,辽宁对外经贸学院,2020-04-20 12:05:28,,,,,,,,,,,,,,,,,12.0,12.0,6.0,6.0,,,,10.0,10.0,6.0,6.0,,E,4,781,143
U_27891492,C_735283,1.0,辽宁对外经贸学院,2020-04-17 18:09:45,,,,,,,,,,,,,,,,,8.0,8.0,5.0,6.0,,,,14.0,14.0,10.0,11.0,,E,4,781,143
U_27894649,C_735283,1.0,辽宁对外经贸学院,2020-04-19 21:50:58,,,,,,,,,,,,,,,,,12.0,12.0,6.0,6.0,,,,10.0,10.0,7.0,7.0,,E,4,781,143
U_27896486,C_1760297,1.0,华南理工大学,2020-10-13 15:59:44,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,,D,3,211,29
U_27897724,C_735283,2.0,辽宁对外经贸学院,2020-04-20 13:52:32,,,,,,,,,,,,,,,,,8.0,8.0,3.0,3.0,,,,,,,,,E,4,781,143
U_27902992,C_735283,0.0,辽宁对外经贸学院,2020-04-20 14:20:16,,,,,,,,,,,,,,,,,12.0,12.0,6.0,6.0,,,,10.0,10.0,7.0,7.0,,E,4,781,143
U_27903882,C_1766171,2.0,辽宁对外经贸学院,2020-06-05 17:00:40,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,7.0,7.0,,E,4,781,34
U_27908475,C_674959,1.0,辽宁对外经贸学院,2020-06-07 15:06:00,,,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,88
U_27913613,C_677087,1.0,辽宁对外经贸学院,2020-05-03 14:54:52,,,20.0,20.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,92
U_27924023,C_677087,0.0,辽宁对外经贸学院,2020-06-26 15:02:22,,,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,92
U_27943602,C_1829948,0.0,北方民族大学,2020-06-16 18:41:33,,,12.0,12.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,E,4,190,61
U_27943681,C_1829948,0.0,北方民族大学,2020-06-22 08:03:03,9.0,,99.0,99.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,E,4,190,61
U_27943850,C_1829948,0.0,北方民族大学,2020-06-17 08:10:44,,,17.0,17.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,E,4,190,61
U_27945278,C_1731884,0.0,辽宁对外经贸学院,2020-07-13 00:17:00,,,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,11
U_27945819,C_681411,1.0,黑龙江工程学院,2020-06-23 12:12:06,,,17.0,17.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,E,4,908,103
U_27946055,C_1829948,2.0,辽宁对外经贸学院,2020-06-18 09:02:11,22.0,,87.0,87.0,52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,61
U_27955769,C_801420,0.0,辽宁对外经贸学院,2020-07-28 22:10:30,,,,,,,,,,1.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,1.0,12.130555555555556,,,,,,,,E,4,781,155
U_27955883,C_735283,2.0,辽宁对外经贸学院,2020-04-18 16:56:33,,,,,,,,,,,,,,,,,5.0,5.0,3.0,3.0,,,,,,,,,E,4,781,143
U_27956983,C_707035,0.0,辽宁对外经贸学院,2020-07-30 23:02:49,,,18.0,18.0,13.0,15.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,130
U_27957155,C_801420,0.0,辽宁对外经贸学院,2020-07-14 23:13:17,,,6.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,155
U_27960414,C_801420,1.0,云南师范大学文理学院,2020-07-30 08:47:55,,,5.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,113,155
U_27962336,C_786631,0.0,辽宁对外经贸学院,2020-03-01 14:34:12,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,E,4,781,154
U_27965299,C_696596,2.0,辽宁对外经贸学院,2020-07-04 21:24:06,,,14.0,14.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,117
U_27965998,C_735115,2.0,辽宁对外经贸学院,2020-05-26 19:51:19,,,30.0,30.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,136
U_27968882,C_697107,2.0,广东海洋大学寸金学院,2020-06-09 01:44:28,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,409,122
U_27974246,C_697076,2.0,泽大教育,2020-09-27 18:21:46,,,14.0,14.0,14.0,17.0,,,,288.0,288.0,288.0,370.0,,,,,,,,,,,,,,,,A,0,590,121
U_2797764,C_735164,0.0,云南农业大学,2020-12-07 18:08:24,,,30.0,30.0,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,E,4,105,138
U_27992228,C_1771170,1.0,辽宁对外经贸学院,2020-07-13 20:10:52,,,5.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,40
U_27994835,C_747056,1.0,辽宁对外经贸学院,2020-05-26 20:19:47,,,15.0,15.0,5.0,6.0,,,,,,,,,,,,,,,,,,20.0,20.0,12.0,13.0,,E,4,781,147
U_27995644,C_1017355,0.0,辽宁对外经贸学院,2020-03-01 20:17:21,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,E,4,781,0
U_28003753,C_676646,1.0,北京舞蹈学院,2020-06-09 18:15:30,,,,,,,,,,23.0,23.0,18.0,18.0,,,,13.0,13.0,11.0,11.0,,,,,,,,,B,1,182,90
U_28021166,C_1992929,1.0,辽宁对外经贸学院,2020-10-09 11:57:53,,,18.0,18.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,81
U_2803122,C_735164,0.0,新余学院,2020-11-10 09:38:44,,,,,,,,,,,,,,,,,,,,,,,,156.0,159.0,153.0,211.0,,A,0,462,138
U_2803647,C_735164,0.0,Lanzhou Jiaotong University,2020-10-23 19:53:28,,,28.0,34.0,25.0,49.0,2.1063888888888886,,,,,,,,,,4.0,4.0,4.0,5.0,,,,4.0,5.0,3.0,4.0,,E,4,23,138
U_28049006,C_1806527,1.0,辽宁对外经贸学院,2020-10-22 15:02:31,,,1.0,1.0,0.0,0.0,,,,,,,,,1.0,,2.0,2.0,1.0,10.0,,,,,,,,,E,4,781,53
U_28049830,C_674959,0.0,辽宁对外经贸学院,2020-07-05 11:57:50,,,,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,,,,,,,,,E,4,781,88
U_28050199,C_1766171,2.0,辽宁对外经贸学院,2020-07-27 21:05:21,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,E,4,781,34
U_28051031,C_682392,1.0,陕西,2020-09-02 09:02:30,,,,,,,,,,,,,,,,,,,,,,,,34.0,34.0,25.0,27.0,,A,0,872,108
U_28065115,C_1829948,0.0,北方民族大学,2020-06-18 08:41:51,21.0,,260.0,260.0,143.0,143.0,,,,,,,,,,,,,,,,,,,,,,,D,3,190,61
U_28065234,C_735164,1.0,昆明理工大学,2020-09-20 11:02:16,3.0,,,,,,1.320158333333333,,,,,,,,,,,,,,,1.0,,5.0,7.0,3.0,5.0,1.29405,A,0,476,138
U_28072960,C_1755944,2.0,广州中医药大学,2020-11-21 19:20:46,,,41.0,41.0,38.0,47.5,,,,,,,,,,,,,,,,,,,,,,,B,1,423,25
U_28080720,C_682392,0.0,昆明理工大学,2020-08-26 19:39:13,6.0,,245.0,245.0,245.0,326.0,,,,,,,,,,,,,,,,,,,,,,,A,0,476,108
U_28081027,C_747056,0.0,辽宁对外经贸学院,2020-06-20 17:38:52,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,147
U_28082520,C_696917,1.0,spc,2020-04-02 18:48:05,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,5.0,5.0,,E,4,29,119
U_28084457,C_786631,1.0,辽宁对外经贸学院,2020-03-02 12:27:36,4.0,,,,,,,,,,,,,,3.0,,,,,,,6.0,,,,,,,E,4,781,154
U_28086033,C_747056,1.0,昆明理工大学,2020-03-02 12:49:21,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0,476,147
U_28086253,C_707035,2.0,辽宁对外经贸学院,2020-08-04 21:17:29,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,5.0,6.0,5.0812037037037046,E,4,781,130
U_28087691,C_1829948,0.0,北方民族大学,2020-06-11 17:38:08,3.0,,4.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,E,4,190,61
U_28090906,C_680895,0.0,辽宁对外经贸学院,2020-07-11 21:03:18,,,6.0,6.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,98
U_28093973,C_676635,1.0,辽宁对外经贸学院,2020-06-07 11:28:26,,,,,,,,,,,,,,,,,5.0,5.0,3.0,3.0,,,,,,,,,E,4,781,89
U_28096738,C_1738818,1.0,安徽工业大学,2020-06-15 19:19:06,,,,,,,,6.0,,6.0,6.0,6.0,12.0,,,,,,,,,,,,,,,,E,4,344,15
U_28100157,C_1829948,2.0,华南理工大学,2020-06-05 10:53:49,19.0,,255.0,255.0,226.0,226.0,,,,,,,,,,,,,,,,,,,,,,,D,3,211,61
U_28105073,C_786631,1.0,中国医科大学,2020-03-02 16:45:30,,,,,,,,4.0,,,,,,,14.0,,,,,,,,,,,,,,C,2,69,154
U_28108345,C_735164,2.0,昆明理工大学,2020-10-20 16:13:13,,,,,,,2.037777777777778,,,32.0,38.0,30.0,51.0,,,,7.0,7.0,7.0,13.0,,,,,,,,,A,0,476,138
U_28110370,C_735197,2.0,辽宁石油化工大学,2020-09-15 18:11:33,1.0,,25.0,25.0,20.0,26.0,,,,,,,,,,,,,,,,,,,,,,,E,4,790,141
U_28112176,C_707035,2.0,广州中医药大学,2020-08-22 20:22:50,,,20.0,20.0,17.0,17.0,4.421759259259259,,,4.0,4.0,1.0,1.0,5.5175,,,,,,,,,,,,,,,B,1,423,130
U_28112995,C_707358,1.0,昆明理工大学,2020-06-30 04:18:23,,,,,,,,,,,,,,,1.0,,113.0,113.0,113.0,113.0,,,,,,,,,A,0,476,134
U_28117336,C_948395,2.0,中国医科大学,2020-03-03 14:07:05,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,C,2,69,170
U_28124190,C_1774985,1.0,辽宁对外经贸学院,2020-05-16 18:28:37,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,46
U_28131209,C_786631,1.0,中国医科大学,2020-03-02 22:14:16,5.0,,,,,,,2.0,,,,,,,,,,,,,,6.0,,,,,,,C,2,69,154
U_28134846,C_707079,1.0,华南理工大学,2020-05-14 14:36:35,,,545.0,545.0,248.0,389.0,,,,,,,,,,,,,,,,,,,,,,,D,3,211,132
U_2813779,C_674920,1.0,广东省高新技术技工学校,2020-05-22 23:51:46,,,60.0,60.0,56.0,58.0,,,,,,,,,,,,,,,,1.0,,,,,,,E,4,415,87
U_28137828,C_786631,2.0,昆明理工大学,2020-03-03 08:22:09,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,A,0,476,154
U_28138045,C_674920,1.0,辽宁对外经贸学院,2020-07-12 14:34:56,2.0,,20.0,20.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,87
U_28138481,C_786631,2.0,辽宁对外经贸学院,2020-03-03 08:27:11,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,E,4,781,154
U_28138539,C_786631,2.0,辽宁对外经贸学院,2020-03-03 08:27:08,,,,,,,,2.0,,,,,,,5.0,,,,,,,,,,,,,,E,4,781,154
U_28138610,C_786631,2.0,辽宁对外经贸学院,2020-03-03 08:29:19,,,,,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,,E,4,781,154
U_28140459,C_676676,0.0,辽宁对外经贸学院,2020-05-14 23:35:24,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,91
U_28144760,C_1755944,1.0,辽宁对外经贸学院,2020-09-03 22:15:10,,,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,25
U_28144819,C_680814,0.0,辽宁对外经贸学院,2020-07-23 05:52:31,,,6.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,96
U_28151512,C_786631,2.0,昆明理工大学,2020-03-03 11:16:04,2.0,,,,,,,4.0,,,,,,,2.0,,,,,,,,,,,,,,A,0,476,154
U_28156148,C_1017355,2.0,华南理工大学,2020-03-03 12:28:33,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,D,3,211,0
U_28156261,C_707013,0.0,辽宁对外经贸学院,2020-08-25 19:35:29,,,75.0,75.0,45.0,45.0,4.751851851851852,,,,,,,,,,,,,,,,,,,,,,E,4,781,129
U_28158707,C_1736024,2.0,广州中医药大学,2020-05-12 19:44:41,,,5.0,6.0,5.0,8.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,E,4,423,14
U_28158783,C_1736024,2.0,广州中医药大学,2020-05-13 22:25:33,,,4.0,5.0,4.0,6.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,E,4,423,14
U_28160408,C_786631,1.0,华南理工大学,2020-03-03 13:54:22,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,D,3,211,154
U_28160716,C_786631,2.0,昆明理工大学,2020-03-03 14:35:02,3.0,,,,,,,1.0,,,,,,,1.0,,,,,,,9.0,,,,,,,A,0,476,154
U_28161292,C_1736024,2.0,广州中医药大学,2020-05-17 14:17:14,,,6.0,6.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,E,4,423,14
U_28162868,C_1017355,2.0,广州中医药大学,2020-03-04 09:00:30,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,B,1,423,0
U_28162983,C_1736024,2.0,广州中医药大学,2020-05-12 15:37:44,,,6.0,8.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,E,4,423,14
U_28165088,C_1736024,1.0,广州中医药大学,2020-05-12 14:51:00,,,9.0,12.0,9.0,12.0,,,,3.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,E,4,423,14
U_28174756,C_749807,1.0,辽宁对外经贸学院,2020-06-30 12:10:42,,,16.0,16.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,148
U_28175346,C_1017355,1.0,辽宁对外经贸学院,2020-03-03 17:05:43,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,E,4,781,0
U_28175405,C_786631,2.0,中国医科大学,2020-03-03 17:10:21,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,C,2,69,154
U_28182715,C_735164,2.0,安阳工学院,2020-11-28 13:03:16,,,6.0,9.0,4.0,8.0,,,,141.0,142.0,141.0,195.0,,,,9.0,10.0,9.0,9.0,,,,,,,,,A,0,351,138
U_28182919,C_697076,2.0,昆明理工大学,2020-10-21 18:53:21,,,15.0,15.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,A,0,476,121
U_28183563,C_735164,0.0,安阳工学院,2020-11-28 20:10:22,,,,,,,,,,156.0,157.0,156.0,216.0,,,,,,,,,,,,,,,,A,0,351,138
U_28184520,C_1824911,0.0,辽宁对外经贸学院,2020-06-30 15:40:21,2.0,,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,57
U_28185235,C_682392,0.0,中国医科大学,2020-07-30 14:36:44,1.0,,245.0,245.0,121.0,157.0,,,,,,,,,,,,,,,,,,,,,,,C,2,69,108
U_28188473,C_786631,0.0,昆明理工大学,2020-03-03 21:31:00,1.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,A,0,476,154
U_28188940,C_1854857,2.0,辽宁对外经贸学院,2020-08-13 15:34:21,,,18.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,64
U_28189616,C_681031,0.0,中国医科大学,2020-07-19 14:50:41,,,54.0,54.0,25.0,27.0,,,,,,,,,,,,,,,,,,,,,,,C,2,69,101
U_28191769,C_735385,2.0,辽宁对外经贸学院,2020-05-10 22:38:53,,,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,146
U_2819887,C_1918363,0.0,郑州铁路职业技术学院,2020-11-12 09:47:37,,,,,,,,,,,,,,,,,,,,,,,,33.0,33.0,30.0,76.0,,A,0,811,76
U_2822038,C_1829948,1.0,北方民族大学,2020-06-04 12:32:34,8.0,1.0,67.0,67.0,61.0,61.0,,1.0,,30.0,30.0,25.0,25.0,,1.0,,42.0,42.0,36.0,36.0,,,,121.0,121.0,99.0,99.0,,D,3,190,61
U_282225,C_948120,2.0,中国农业大学,2020-10-13 07:42:14,1.0,,21.0,21.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,E,4,67,167
U_2822476,C_735164,0.0,兰州交通大学,2020-09-20 22:08:12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,2,135,138
U_28262174,C_1774985,1.0,辽宁对外经贸学院,2020-07-27 15:09:23,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,46
U_28268570,C_674959,0.0,北京邮电大学,2020-06-07 09:03:54,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,184,88
U_28270309,C_1017355,2.0,华南理工大学,2020-03-04 08:34:32,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,D,3,211,0
U_28271768,C_735115,2.0,辽宁对外经贸学院,2020-05-03 10:34:25,,,6.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,136
U_28273364,C_747056,2.0,吉林化工学院,2020-05-20 11:43:28,,,3.0,3.0,0.0,0.0,,,,,,,,,,,7.0,7.0,2.0,3.0,,,,8.0,8.0,3.0,3.0,,E,4,253,147
U_28280868,C_682575,2.0,辽宁对外经贸学院,2020-06-10 14:16:09,,,40.0,40.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,113
U_28286870,C_707358,0.0,广州中医药大学,2020-03-04 13:41:44,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1,423,134
U_28286981,C_707358,1.0,辽宁对外经贸学院,2020-03-04 13:43:31,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,E,4,781,134
